aro_accession	gene_name	card_short_name	gene_family	resistance_mechanism	drug_class_raw	canonical_class
ARO:3004578	Acinetobacter baumannii AbuO	Abau_AbuO	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	penicillin beta-lactam	penicillin antibiotic
ARO:3004578	Acinetobacter baumannii AbuO	Abau_AbuO	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3003796	Acinetobacter baumannii ampC beta-lactamase	Abau_ampC_BLA	ampC-type beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3003796	Acinetobacter baumannii ampC beta-lactamase	Abau_ampC_BLA	ampC-type beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3004577	Acinetobacter baumannii AmvA	Abau_AmvA	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	disinfecting agents and antiseptics	disinfecting agents and antiseptics
ARO:3004577	Acinetobacter baumannii AmvA	Abau_AmvA	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	macrolide antibiotic	macrolide antibiotic
ARO:3003817	Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones	Abau_gyrA_FLO	fluoroquinolone resistant gyrA	antibiotic target alteration	fluoroquinolone antibiotic	fluoroquinolone antibiotic
ARO:3003817	Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones	Abau_gyrA_FLO	fluoroquinolone resistant gyrA	antibiotic target alteration	nybomycin-like antibiotic	nybomycin-like antibiotic
ARO:3003809	Acinetobacter baumannii OprD conferring resistance to imipenem	Abau_OprD_IPM	Outer Membrane Porin (Opr)	reduced permeability to antibiotic;resistance by absence	carbapenem	carbapenem
ARO:3003809	Acinetobacter baumannii OprD conferring resistance to imipenem	Abau_OprD_IPM	Outer Membrane Porin (Opr)	reduced permeability to antibiotic;resistance by absence	cephalosporin	cephalosporin
ARO:3003809	Acinetobacter baumannii OprD conferring resistance to imipenem	Abau_OprD_IPM	Outer Membrane Porin (Opr)	reduced permeability to antibiotic;resistance by absence	monobactam	monobactam
ARO:3003809	Acinetobacter baumannii OprD conferring resistance to imipenem	Abau_OprD_IPM	Outer Membrane Porin (Opr)	reduced permeability to antibiotic;resistance by absence	penicillin beta-lactam	penicillin antibiotic
ARO:3003818	Acinetobacter baumannii parC conferring resistance to fluoroquinolones	Abau_parC_FLO	fluoroquinolone resistant parC	antibiotic target alteration	fluoroquinolone antibiotic	fluoroquinolone antibiotic
ARO:3000216	acrB	acrB	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	cephalosporin	cephalosporin
ARO:3000216	acrB	acrB	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	disinfecting agents and antiseptics	disinfecting agents and antiseptics
ARO:3000216	acrB	acrB	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	fluoroquinolone antibiotic	fluoroquinolone antibiotic
ARO:3000216	acrB	acrB	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	glycylcycline	glycylcycline
ARO:3000216	acrB	acrB	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	penicillin beta-lactam	penicillin antibiotic
ARO:3000216	acrB	acrB	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	phenicol antibiotic	phenicol antibiotic
ARO:3000216	acrB	acrB	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	rifamycin antibiotic	rifamycin antibiotic
ARO:3000216	acrB	acrB	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000491	acrD	acrD	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	aminoglycoside antibiotic	aminoglycoside antibiotic
ARO:3000499	AcrE	AcrE	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	cephalosporin	cephalosporin
ARO:3000499	AcrE	AcrE	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	fluoroquinolone antibiotic	fluoroquinolone antibiotic
ARO:3000499	AcrE	AcrE	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	penicillin beta-lactam	penicillin antibiotic
ARO:3000502	AcrF	AcrF	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	cephalosporin	cephalosporin
ARO:3000502	AcrF	AcrF	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	fluoroquinolone antibiotic	fluoroquinolone antibiotic
ARO:3000502	AcrF	AcrF	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	penicillin beta-lactam	penicillin antibiotic
ARO:3000656	AcrS	AcrS	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	cephalosporin	cephalosporin
ARO:3000656	AcrS	AcrS	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	disinfecting agents and antiseptics	disinfecting agents and antiseptics
ARO:3000656	AcrS	AcrS	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	fluoroquinolone antibiotic	fluoroquinolone antibiotic
ARO:3000656	AcrS	AcrS	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	glycylcycline	glycylcycline
ARO:3000656	AcrS	AcrS	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	penicillin beta-lactam	penicillin antibiotic
ARO:3000656	AcrS	AcrS	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	phenicol antibiotic	phenicol antibiotic
ARO:3000656	AcrS	AcrS	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	rifamycin antibiotic	rifamycin antibiotic
ARO:3000656	AcrS	AcrS	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3001821	ACT-1	ACT-1	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3001821	ACT-1	ACT-1	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3001821	ACT-1	ACT-1	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3001832	ACT-10	ACT-10	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3001832	ACT-10	ACT-10	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3001832	ACT-10	ACT-10	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007883	ACT-100	ACT-100	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007883	ACT-100	ACT-100	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007883	ACT-100	ACT-100	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007884	ACT-101	ACT-101	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007884	ACT-101	ACT-101	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007884	ACT-101	ACT-101	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007885	ACT-102	ACT-102	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007885	ACT-102	ACT-102	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007885	ACT-102	ACT-102	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007886	ACT-103	ACT-103	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007886	ACT-103	ACT-103	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007886	ACT-103	ACT-103	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007887	ACT-104	ACT-104	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007887	ACT-104	ACT-104	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007887	ACT-104	ACT-104	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007888	ACT-105	ACT-105	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007888	ACT-105	ACT-105	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007888	ACT-105	ACT-105	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007889	ACT-106	ACT-106	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007889	ACT-106	ACT-106	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007889	ACT-106	ACT-106	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007890	ACT-107	ACT-107	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007890	ACT-107	ACT-107	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007890	ACT-107	ACT-107	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007891	ACT-108	ACT-108	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007891	ACT-108	ACT-108	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007891	ACT-108	ACT-108	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007892	ACT-109	ACT-109	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007892	ACT-109	ACT-109	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007892	ACT-109	ACT-109	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007893	ACT-110	ACT-110	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007893	ACT-110	ACT-110	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007893	ACT-110	ACT-110	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007894	ACT-111	ACT-111	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007894	ACT-111	ACT-111	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007894	ACT-111	ACT-111	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007895	ACT-112	ACT-112	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007895	ACT-112	ACT-112	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007895	ACT-112	ACT-112	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007896	ACT-113	ACT-113	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007896	ACT-113	ACT-113	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007896	ACT-113	ACT-113	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007897	ACT-115	ACT-115	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007897	ACT-115	ACT-115	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007897	ACT-115	ACT-115	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007898	ACT-116	ACT-116	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007898	ACT-116	ACT-116	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007898	ACT-116	ACT-116	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007899	ACT-117	ACT-117	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007899	ACT-117	ACT-117	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007899	ACT-117	ACT-117	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007900	ACT-118	ACT-118	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007900	ACT-118	ACT-118	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007900	ACT-118	ACT-118	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007901	ACT-119	ACT-119	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007901	ACT-119	ACT-119	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007901	ACT-119	ACT-119	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3001834	ACT-12	ACT-12	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3001834	ACT-12	ACT-12	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3001834	ACT-12	ACT-12	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007902	ACT-120	ACT-120	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007902	ACT-120	ACT-120	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007902	ACT-120	ACT-120	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007903	ACT-121	ACT-121	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007903	ACT-121	ACT-121	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007903	ACT-121	ACT-121	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007904	ACT-122	ACT-122	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007904	ACT-122	ACT-122	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007904	ACT-122	ACT-122	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007905	ACT-123	ACT-123	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007905	ACT-123	ACT-123	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007905	ACT-123	ACT-123	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007906	ACT-124	ACT-124	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007906	ACT-124	ACT-124	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007906	ACT-124	ACT-124	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3001835	ACT-13	ACT-13	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3001835	ACT-13	ACT-13	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3001835	ACT-13	ACT-13	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007907	ACT-131	ACT-131	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007907	ACT-131	ACT-131	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007907	ACT-131	ACT-131	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3001836	ACT-14	ACT-14	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3001836	ACT-14	ACT-14	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3001836	ACT-14	ACT-14	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007908	ACT-140	ACT-140	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007908	ACT-140	ACT-140	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007908	ACT-140	ACT-140	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007909	ACT-141	ACT-141	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007909	ACT-141	ACT-141	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007909	ACT-141	ACT-141	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007910	ACT-142	ACT-142	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007910	ACT-142	ACT-142	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007910	ACT-142	ACT-142	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007911	ACT-143	ACT-143	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007911	ACT-143	ACT-143	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007911	ACT-143	ACT-143	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007912	ACT-144	ACT-144	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007912	ACT-144	ACT-144	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007912	ACT-144	ACT-144	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007913	ACT-145	ACT-145	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007913	ACT-145	ACT-145	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007913	ACT-145	ACT-145	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007914	ACT-146	ACT-146	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007914	ACT-146	ACT-146	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007914	ACT-146	ACT-146	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007915	ACT-148	ACT-148	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007915	ACT-148	ACT-148	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007915	ACT-148	ACT-148	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3001837	ACT-15	ACT-15	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3001837	ACT-15	ACT-15	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3001837	ACT-15	ACT-15	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007916	ACT-150	ACT-150	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007916	ACT-150	ACT-150	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007916	ACT-150	ACT-150	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007917	ACT-151	ACT-151	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007917	ACT-151	ACT-151	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007917	ACT-151	ACT-151	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007918	ACT-153	ACT-153	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007918	ACT-153	ACT-153	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007918	ACT-153	ACT-153	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007919	ACT-154	ACT-154	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007919	ACT-154	ACT-154	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007919	ACT-154	ACT-154	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007920	ACT-155	ACT-155	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007920	ACT-155	ACT-155	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007920	ACT-155	ACT-155	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007921	ACT-156	ACT-156	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007921	ACT-156	ACT-156	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007921	ACT-156	ACT-156	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007922	ACT-157	ACT-157	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007922	ACT-157	ACT-157	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007922	ACT-157	ACT-157	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007923	ACT-158	ACT-158	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007923	ACT-158	ACT-158	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007923	ACT-158	ACT-158	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007924	ACT-159	ACT-159	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007924	ACT-159	ACT-159	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007924	ACT-159	ACT-159	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3001827	ACT-16	ACT-16	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3001827	ACT-16	ACT-16	ACT beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3001827	ACT-16	ACT-16	ACT beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007925	ACT-160	ACT-160	ACT beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
