gene_name	accession	element_type	ncbi_class_raw	ncbi_subclass_raw	canonical_class_token	canonical_drug_token
erm(48)	WP_087587948.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLINDAMYCIN/PRISTINAMYCIN	macrolide	clindamycin
erm(48)	WP_087587948.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLINDAMYCIN/PRISTINAMYCIN	macrolide	pristinamycin
erm(48)	WP_087587948.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLINDAMYCIN/PRISTINAMYCIN	streptogramin	azithromycin
erm(48)	WP_087587948.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLINDAMYCIN/PRISTINAMYCIN	streptogramin	clindamycin
erm(48)	WP_087587948.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLINDAMYCIN/PRISTINAMYCIN	streptogramin	pristinamycin
erm(49)	WP_019728092.1	AMR	LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	lincosamide	clindamycin
erm(49)	WP_019728092.1	AMR	LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	lincosamide	erythromycin
erm(49)	WP_019728092.1	AMR	LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	macrolide	clindamycin
erm(49)	WP_019728092.1	AMR	LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	macrolide	erythromycin
erm(50)	WP_176453837.1	AMR	LINCOSAMIDE/MACROLIDE	CLARITHROMYCIN/CLINDAMYCIN	lincosamide	clarithromycin
erm(50)	WP_176453837.1	AMR	LINCOSAMIDE/MACROLIDE	CLARITHROMYCIN/CLINDAMYCIN	lincosamide	clindamycin
erm(50)	WP_176453837.1	AMR	LINCOSAMIDE/MACROLIDE	CLARITHROMYCIN/CLINDAMYCIN	macrolide	clarithromycin
erm(50)	WP_176453837.1	AMR	LINCOSAMIDE/MACROLIDE	CLARITHROMYCIN/CLINDAMYCIN	macrolide	clindamycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	lincosamide	azithromycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	lincosamide	clarithromycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	lincosamide	clindamycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	lincosamide	erythromycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	lincosamide	virginiamycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	macrolide	azithromycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	macrolide	clarithromycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	macrolide	clindamycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	macrolide	erythromycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	macrolide	virginiamycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	streptogramin	azithromycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	streptogramin	clarithromycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	streptogramin	clindamycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	streptogramin	erythromycin
erm(51)	WP_131386768.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/VIRGINIAMYCIN	streptogramin	virginiamycin
erm(52)	WP_002571018.1	AMR	MACROLIDE	MACROLIDE	macrolide	macrolide
erm(53)	WP_139847607.1	AMR	MACROLIDE	MACROLIDE	macrolide	macrolide
erm(54)	WP_031885508.1	AMR	LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	lincosamide	clindamycin
erm(54)	WP_031885508.1	AMR	LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	lincosamide	erythromycin
erm(54)	WP_031885508.1	AMR	LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	macrolide	clindamycin
erm(54)	WP_031885508.1	AMR	LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	macrolide	erythromycin
erm(55)	WP_046361760.1	AMR	MACROLIDE	CLARITHROMYCIN	macrolide	clarithromycin
erm(55)	WP_311033295.1	AMR	MACROLIDE	CLARITHROMYCIN	macrolide	clarithromycin
erm(55)	WP_311033296.1	AMR	MACROLIDE	CLARITHROMYCIN	macrolide	clarithromycin
erm(56)	WP_129546809.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN	lincosamide	clindamycin
erm(56)	WP_129546809.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN	lincosamide	erythromycin
erm(56)	WP_129546809.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN	lincosamide	pristinamycin
erm(56)	WP_129546809.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN	macrolide	clindamycin
erm(56)	WP_129546809.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN	macrolide	erythromycin
erm(56)	WP_129546809.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN	macrolide	pristinamycin
erm(56)	WP_129546809.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN	streptogramin	clindamycin
erm(56)	WP_129546809.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN	streptogramin	erythromycin
erm(56)	WP_129546809.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN	streptogramin	pristinamycin
erm(A)	WP_001072201.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	azithromycin
erm(A)	WP_001072201.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	clarithromycin
erm(A)	WP_001072201.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	clindamycin
erm(A)	WP_001072201.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	erythromycin
erm(A)	WP_001072201.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	telithromycin
erm(A)	WP_001072201.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	azithromycin
erm(A)	WP_001072201.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	clarithromycin
erm(A)	WP_001072201.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	clindamycin
erm(A)	WP_001072201.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	erythromycin
erm(A)	WP_001072201.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	telithromycin
erm(A)	WP_000810833.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	azithromycin
erm(A)	WP_000810833.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	clarithromycin
erm(A)	WP_000810833.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	clindamycin
erm(A)	WP_000810833.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	erythromycin
erm(A)	WP_000810833.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	telithromycin
erm(A)	WP_000810833.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	azithromycin
erm(A)	WP_000810833.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	clarithromycin
erm(A)	WP_000810833.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	clindamycin
erm(A)	WP_000810833.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	erythromycin
erm(A)	WP_000810833.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	telithromycin
erm(A)	WP_001072197.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	azithromycin
erm(A)	WP_001072197.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	clarithromycin
erm(A)	WP_001072197.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	clindamycin
erm(A)	WP_001072197.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	erythromycin
erm(A)	WP_001072197.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	lincosamide	telithromycin
erm(A)	WP_001072197.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	azithromycin
erm(A)	WP_001072197.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	clarithromycin
erm(A)	WP_001072197.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	clindamycin
erm(A)	WP_001072197.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	erythromycin
erm(A)	WP_001072197.1	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	macrolide	telithromycin
erm(B)	WP_063844601.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	clindamycin
erm(B)	WP_063844601.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	erythromycin
erm(B)	WP_063844601.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	streptogramin b
erm(B)	WP_063844601.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	clindamycin
erm(B)	WP_063844601.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	erythromycin
erm(B)	WP_063844601.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	streptogramin b
erm(B)	WP_063844601.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	clindamycin
erm(B)	WP_063844601.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	erythromycin
erm(B)	WP_063844601.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	streptogramin b
erm(B)	WP_002292226.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	clindamycin
erm(B)	WP_002292226.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	erythromycin
erm(B)	WP_002292226.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	streptogramin b
erm(B)	WP_002292226.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	clindamycin
erm(B)	WP_002292226.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	erythromycin
erm(B)	WP_002292226.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	streptogramin b
erm(B)	WP_002292226.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	clindamycin
erm(B)	WP_002292226.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	erythromycin
erm(B)	WP_002292226.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	streptogramin b
erm(B)	WP_063844614.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	clindamycin
erm(B)	WP_063844614.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	erythromycin
erm(B)	WP_063844614.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	streptogramin b
erm(B)	WP_063844614.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	clindamycin
erm(B)	WP_063844614.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	erythromycin
erm(B)	WP_063844614.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	streptogramin b
erm(B)	WP_063844614.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	clindamycin
erm(B)	WP_063844614.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	erythromycin
erm(B)	WP_063844614.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	streptogramin b
erm(B)	WP_063844619.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	clindamycin
erm(B)	WP_063844619.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	erythromycin
erm(B)	WP_063844619.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	streptogramin b
erm(B)	WP_063844619.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	clindamycin
erm(B)	WP_063844619.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	erythromycin
erm(B)	WP_063844619.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	streptogramin b
erm(B)	WP_063844619.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	clindamycin
erm(B)	WP_063844619.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	erythromycin
erm(B)	WP_063844619.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	streptogramin b
erm(B)	WP_001038790.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	clindamycin
erm(B)	WP_001038790.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	erythromycin
erm(B)	WP_001038790.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	streptogramin b
erm(B)	WP_001038790.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	clindamycin
erm(B)	WP_001038790.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	erythromycin
erm(B)	WP_001038790.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	streptogramin b
erm(B)	WP_001038790.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	clindamycin
erm(B)	WP_001038790.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	erythromycin
erm(B)	WP_001038790.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	streptogramin b
erm(B)	WP_001038795.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	clindamycin
erm(B)	WP_001038795.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	erythromycin
erm(B)	WP_001038795.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	streptogramin b
erm(B)	WP_001038795.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	clindamycin
erm(B)	WP_001038795.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	erythromycin
erm(B)	WP_001038795.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	streptogramin b
erm(B)	WP_001038795.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	clindamycin
erm(B)	WP_001038795.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	erythromycin
erm(B)	WP_001038795.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	streptogramin b
erm(B)	WP_011861426.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	clindamycin
erm(B)	WP_011861426.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	erythromycin
erm(B)	WP_011861426.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	streptogramin b
erm(B)	WP_011861426.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	clindamycin
erm(B)	WP_011861426.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	erythromycin
erm(B)	WP_011861426.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	macrolide	streptogramin b
erm(B)	WP_011861426.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	clindamycin
erm(B)	WP_011861426.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	erythromycin
erm(B)	WP_011861426.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	streptogramin	streptogramin b
erm(B)	WP_032489723.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	clindamycin
erm(B)	WP_032489723.1	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	lincosamide	erythromycin
